gene_symbol	hgnc_id	gene_name	panel_count	green_panel_count	panel_ids	panel_names	modes_of_inheritance	phenotypes	has_panelapp_green_support
POMGNT2	HGNC:25902	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)	13	10	25;207;230;285;286;307;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies type;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 8, OMIM:614830;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	614830;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8  614830;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, 614830;WALKER WARBERG SYNDROME;WALKER WARBERG SYNDROME 614830;limb girdle muscular dystrophy	TRUE
POMT2	HGNC:19743	protein O-mannosyltransferase 2	13	10	25;207;230;285;286;402;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Limb-Girdle Muscular Dystrophy, Recessive;Limb-girdle muscular dystrophy;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A2;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH BRAIN AND EYE ANOMALIES TYPE A2 613150;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B2;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B2 (MDDGB2);MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH MENTAL RETARDATION TYPE B2 613156;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C2;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C2 613158;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A2;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2  613150;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2 613150;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2, 613150;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2, 613150Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2, 613156Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2, 613158;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2, OMIM:613150;Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 2, OMIM:613156;Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2 613156;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2 613158;Protein-O-mannosyltransferase 2 deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies);Type 2 lissencephaly;muscular dystrophy-dystroglycanopathy (MDDG)	TRUE
RNASEH2A	HGNC:18518	ribonuclease H2 subunit A	13	10	42;192;239;285;315;398;402;478;486;490;496;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset dystonia;Early onset or syndromic epilepsy;Fetal anomalies;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Intracerebral calcification disorders;Juvenile dermatomyositis;Paediatric disorders;Primary immunodeficiency or monogenic inflammatory bowel disease;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	(Disorders of nucleotide metabolism,  Aicardi-Gouti res Syndrome) AGS4;AICARDI-GOUTIERES SYNDROME 4;AICARDI-GOUTIERES SYNDROME 4 610333;Aicardi Goutieres Syndrome;Aicardi-Goutieres Syndrome;Aicardi-Goutieres syndrome 4;Aicardi-Goutieres syndrome 4 610333, Lupus;Aicardi-Goutieres syndrome 4, 610333;Autoinflammatory Disorders;Classical AGS;Dystonia;General Leukodystrophy & Mitochondrial Leukoencephalopathy;Inherited white matter disorders;Intellectual disability;Intracerebral calcification disorders;Type 1 interferonopathies	TRUE
SACS	HGNC:10519	sacsin molecular chaperone	13	10	20;85;165;285;478;486;488;490;496;511;568;847;1220	Albinism or congenital nystagmus;Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Fetal anomalies;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hereditary spastic paraplegia;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS);Autosomal recessive spastic ataxia of Charlevoix-Saguenay, ARSACS;Hereditary Neuropathies;Intellectual disability;SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE;SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE 270550;Spastic ataxia, Charlevoix-Saguenay type;Spastic ataxia, Charlevoix-Saguenay type 270550 AR;Spastic ataxia, Charlevoix-Saguenay type, 270550	TRUE
SALL1	HGNC:10524	spalt like transcription factor 1	13	10	101;126;156;234;247;251;253;285;478;486;490;496;678	CAKUT;Childhood onset leukodystrophy;Deafness and congenital structural abnormalities;Fetal anomalies;Hypotonic infant;Intellectual disability;Monogenic hearing loss;Non-syndromic familial congenital anorectal malformations;Paediatric disorders;Radial dysplasia;Unexplained kidney failure in young people;Unexplained young onset end-stage renal disease;VACTERL-like phenotypes	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted;MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	#107480:Townes-Brocks syndrome;107480;Bilateral Microtia;Bilateral Microtia, 107480;Familial hemifacial microsomia with abnormal thumbs or anal anomaly;Hearing loss panel;Polydactyly;Radial Ray abnormality;TBS;TOWNES-BROCKS SYNDROME;TOWNES-BROCKS SYNDROME 107480;Townes Brocks syndrome (Renal-Ear-Anal-Radial syndrome) 107480;Townes Brocks syndrome (Renal-Ear-Anal-Radial syndrome), 107480;Townes-Brocks Syndrome, 107480;Townes-Brocks branchiootorenal-like syndrome;Townes-Brocks branchiootorenal-like syndrome, 107480;Townes-Brocks branchiootorenal-like syndrome, OMIM:107480;Townes-Brocks syndrome 1 107480;Townes-Brocks syndrome 1, 107480;Townes-Brocks syndrome 1, OMIM:107480;Townes-Brocks syndrome, 107480;imperforate anus, ear abnormalities, thumb abnormalities	TRUE
SIL1	HGNC:24624	SIL1 nucleotide exchange factor	13	10	20;85;207;222;230;253;285;478;486;488;490;496;847	Bilateral congenital or childhood onset cataracts;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital muscular dystrophy;Fetal anomalies;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary neuropathy;Hypotonic infant;Intellectual disability;Non-syndromic familial congenital anorectal malformations;Paediatric disorders;Vici Syndrome and other autophagy disorders	BIALLELIC, autosomal or pseudoautosomal	Hereditary Neuropathies;MARINESCO-SJOEGREN SYNDROME (MSS);MARINESCO-SJOEGREN SYNDROME 248800;Marinesco-Sjogren syndrome	248800;Marinesco-Sjogren syndrome, 248800;Marinesco-Sjogren syndrome, OMIM:248800;Marinesco-sjoegren syndrome (with phenotypical overlap with Vici syndrome);anorectal malformation	TRUE
SURF1	HGNC:11474	SURF1, cytochrome c oxidase assembly factor	13	10	42;85;180;285;402;478;486;490;496;749;847;1217;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Early onset or syndromic epilepsy;Fetal anomalies;Hereditary neuropathy;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Paediatric disorders;Paediatric or syndromic cardiomyopathy;Paediatric pseudo-obstruction syndrome;Structural basal ganglia disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	COMPLEX IV DEFICIENCY;COMPLEX IV DEFICIENCY 220110;Charcot-Marie-Tooth disease, type 4K, 616684;Complex IV (Mitochondrial respiratory chain disorders (caused by nuclear variants only), OXPHOS assembly factors);Complex IV deficiency;Isolated complex IV deficiency;LEIGH SYNDROME;LEIGH SYNDROME (NUCLEAR DNA MUTATION);LEIGH SYNDROME 256000;Leigh Syndrome;Leigh syndrome (early onset progressive neurodegeneration of the brain stem, basal ganglia and spinal cord), neuropathy with SNCV;Leigh syndrome, due to COX IV deficiency;Leigh syndrome, due to COX IV deficiency, 256000;Leigh syndrome, due to COX deficiency, 256000;Mitochondrial Diseases;Mitochondrial Leukoencephalopathy;Mitochondrial complex IV deficiency, nuclear type 1, OMIM:220110;Mitochondrial complex IV disorder	TRUE
AFG3L2	HGNC:315	AFG3 like matrix AAA peptidase subunit 2	12	10	20;165;192;285;307;486;488;490;496;568;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Early onset dystonia;Hereditary ataxia;Hereditary ataxia and cerebellar anomalies - childhood onset;Hereditary spastic paraplegia;Hypotonic infant;Intellectual disability;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal	ATAXIA, SPASTIC, 5, AUTOSOMAL RECESSIVE 614487;Optic atrophy 12, OMIM:618977;Optic atrophy 12, OMIM:618977, MONDO:0033549;SPINOCEREBELLAR ATAXIA 28 610246;Spastic ataxia 5, autosomal recessive OMIM:614487;Spastic ataxia 5, autosomal recessive, OMIM:614487;Spinocerebellar ataxia 28 OMIM:610246;Spinocerebellar ataxia 28, OMIM:610246;spastic ataxia 5 MONDO:0013776;spinocerebellar ataxia type 28 MONDO:0012450	TRUE
ALDH3A2	HGNC:403	aldehyde dehydrogenase 3 family member A2	12	10	42;85;282;285;307;478;486;490;496;568;847;1220	Autosomal recessive congenital ichthyosis;Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Fetal anomalies;Hereditary neuropathy;Hypotonic infant;Inherited white matter disorders;Intellectual disability;Paediatric disorders;Retinal disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	General Leukodystrophy & Mitochondrial Leukoencephalopathy;Hereditary Neuropathies;SJOEGREN-LARSSON SYNDROME;SJOEGREN-LARSSON SYNDROME 270200;Sjogren-Larsson syndrome, OMIM:270200	TRUE
ALG9	HGNC:15672	ALG9, alpha-1,2-mannosyltransferase	12	10	25;144;285;402;478;486;488;490;496;678;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Early onset or syndromic epilepsy;Fetal anomalies;Fetal hydrops;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood;Unexplained young onset end-stage renal disease	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	ALG9-CDG;ALG9-CDG (Disorders of protein N-glycosylation);ALG9-CDG 300153;AR lethal skeletal dysplasia;Congenital disorder of glycosylation type Il 608776;Congenital disorder of glycosylation, type II, MIM#608776;Congenital disorder of glycosylation, type Il 608776;Congenital disorder of glycosylation, type Il, 608776;Developmental delay;GIKANIS;GILLESSEN-KAESBACH-NISHIMURA SYNDROME;Gillessen-Kaesbach-Nishimura syndrome	263210;Gillessen-Kaesbach-Nishimura syndrome 263210;Gillessen-Kaesbach-Nishimura syndrome, 263210;Mannosyltransferase 7-9 deficiency (Disorders of protein N-glycosylation);NIHF;cystic kidney disease;cystic liver disease;hydops fetalis	TRUE
B3GALNT2	HGNC:28596	beta-1,3-N-acetylgalactosaminyltransferase 2	12	10	25;207;230;285;286;478;486;488;490;496;847;1220	Bilateral congenital or childhood onset cataracts;Cerebellar hypoplasia;Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Congenital muscular dystrophy;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11 615181;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies typeA 11;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11, MONDO:0014071;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	615181;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11  615181;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11, OMIM:615181;congenital muscular dystrophies	TRUE
C19ORF12	HGNC:25443	chromosome 19 open reading frame 12	12	10	39;85;165;180;192;285;486;490;496;568;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset hereditary spastic paraplegia;Childhood onset leukodystrophy;Early onset dystonia;Hereditary neuropathy;Hereditary spastic paraplegia;Hypotonic infant;Intellectual disability;Paediatric disorders;Parkinson Disease and Complex Parkinsonism;Structural basal ganglia disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;BOTH monoallelic and biallelic, autosomal or pseudoautosomal	?Spastic paraplegia 43, autosomal recessive 615043;?Spastic paraplegia 43, autosomal recessive, OMIM:615043;Mitochondrial Membrane Protein-Associated Neurodegeneration;Neurodegeneration with brain iron accumulation 4 614298;Neurodegeneration with brain iron accumulation 4, 614298;Neurodegeneration with brain iron accumulation 4, OMIM: 614298;SPG43, Childhood onset spastic paraplegia and sensory-motor axonal neuropathy, NBIA with optic atrophy, extrapyramidal signs;Spastic paraplegia 43, autosomal recessive, 615043	TRUE
COG7	HGNC:18622	component of oligomeric golgi complex 7	12	10	25;61;285;385;402;478;486;488;490;496;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Early onset or syndromic epilepsy;Fetal anomalies;Gastrointestinal neuromuscular disorders;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Intellectual disability;Neonatal cholestasis;Paediatric disorders;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal;Unknown	COG7-CDG;COG7-CDG (CDG-IIE);COG7-CDG 300171;Component of COG complex 7 deficiency (Disorders of multiple glycosylation and other glycosylation pathways, conserved oligomeric Golgi (COG) complex deficiency);Congenital disorder of glycosylation, type IIe 608779;Congenital disorder of glycosylation, type IIe, 608779	TRUE
G6PC3	HGNC:24861	glucose-6-phosphatase catalytic subunit 3	12	10	25;159;176;285;398;478;486;488;490;496;847;1220	Childhood onset dystonia, chorea or related movement disorder;Childhood onset leukodystrophy;Congenital disorders of glycosylation;Cytopenias and congenital anaemias;Fetal anomalies;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Infantile enterocolitis & monogenic inflammatory bowel disease;Intellectual disability;Paediatric disorders;Primary immunodeficiency or monogenic inflammatory bowel disease;Unexplained death in infancy and sudden unexplained death in childhood	BIALLELIC, autosomal or pseudoautosomal	Congenital defects of phagocyte number or function;Congenital neutropenia;Dursun syndrome;Dursun syndrome OMIM:612541;Dursun syndrome, 612541;Inherited Bone Marrow Failure Syndromes - Neutropenia;Neutropenia, Severe Congenital, 4 Autosomal Dominant;Neutropenia, severe congenital 4;Neutropenia, severe congenital 4, autosomal recessive;Neutropenia, severe congenital 4, autosomal recessive OMIM:612541;Neutropenia, severe congenital 4, autosomal recessive, 612541;Severe Congenital Neutropenia;Severe congenital neutropenic;Structural heart defects, urogenital abnormalities, inner ear deafness, and venous angiectasias of trunks and limbs;autosomal recessive severe congenital neutropenia due to G6PC3 deficiency MONDO:0012930	TRUE
