gene_symbol	panelapp_phenotype
BRAT1	LETHAL NEONATAL RIGIDITY AND SEIZURE SYNDROME
BRAT1	LETHAL NEONATAL RIGIDITY AND SEIZURE SYNDROME 614498
BRAT1	Rigidity and multifocal seizure syndrome, lethal neonatal 614498
C12ORF57	COLOBOMA, HYPOPLASTIC CORPUS CALLOSUM AND INTELLECTUAL DISABILITY
C12ORF57	COLOBOMA, HYPOPLASTIC CORPUS CALLOSUM AND INTELLECTUAL DISABILITY 218340
C12ORF57	TEMTAMY SYNDROME
C12ORF57	Temtamy syndrome 218340
C12ORF57	Temtamy syndrome, 218340
C12ORF57	Temtamy syndrome, OMIM:218340
C12ORF66	Intellectual developmental disorder, autosomal recessive 83, OMIM:621100
CACNA1E	Congenital contracture
CACNA1E	Developmental and Epileptic Encephalopathy with Contractures Macrocephaly and Dyskinesias
CACNA1E	Dystonia
CACNA1E	Epileptic Encephalopathy with Contractures, Macrocephaly, and Dyskinesia
CACNA1E	Epileptic encephalopathy, early infantile, 69, 618285
CACNA1E	Global developmental delay
CACNA1E	Intellectual disability
CACNA1E	Macrocephaly
CACNA1E	Seizures
CAMSAP1	CAMSAP1-associated neuronal migration disorder
CAMSAP1	Cortical dysplasia, complex, with other brain malformations 12, OMIM:620316
CCDC88A	PEHO syndrome-like, OMIM:617507
CCDC88A	PEHO-like syndrome
CDH2	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, MONDO:0030065
CDH2	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, OMIM:618929
CDH2	Arrhythmogenic right ventricular dysplasia, familial, 14, 618920
CDH2	Syndromic Neurodevelopmental Disorder with Corpus Collosum, Axon, Cardiac, Ocular, and Genital Defects
CDKL5	Angelman syndrome-like
CDKL5	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 2
CDKL5	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 2 (EIEE2)
CDKL5	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 2 300672
CDKL5	Epileptic encephalopathy, early infantile, 2
CDKL5	Epileptic encephalopathy, early infantile, 2, 300672Angelman syndrome-like, 105830
CEP85L	CEP85L-associated posterior-predominant lissencephaly, OMIM:618873
CEP85L	Lissencephaly 10, MONDO:0030031
CEP85L	Lissencephaly 10, OMIM:618873
CEP85L	Lissencephaly 10, posterior predominant, OMIM:618873
CIC	CAPICUA, DROSOPHILA, HOMOLOG OF 612082
CIC	Mental retardation, autosomal dominant 45 617600
CLCN3	CLCN3-related Neurodevelopmental disorder with hypotonia and brain abnormalities, OMIM:619512
CLCN3	CLCN3-related Neurodevelopmental disorder with seizures and brain abnormalities, OMIM:619517
CLCN3	Neurodevelopmental disorder with hypotonia and brain abnormalities, OMIM:619512
CLCN3	Neurodevelopmental disorder with seizures and brain abnormalities, OMIM:619517
CLCN4	INFANTILE EPILEPTIC ENCEPHALOPATHY AND/OR INTELLECTUAL DISABILITY
CLCN4	Raynaud-Claes syndrome, OMIM:300114
CLTC	Epilepsy and intellectual disability
CLTC	Fetal akinesia
CLTC	Fetal growth restriction
CLTC	Mental retardation, autosomal dominant 56, OMIM:617854
CLTC	Overgrowth intellectual disability
CNTNAP1	Hypomyelinating neuropathy, congenital, 3 618186
CNTNAP1	Hypomyelinating neuropathy, congenital, 3, 618186
CNTNAP1	Hypomyelinating neuropathy, congenital, 3, OMIM:618186
CNTNAP1	LETHAL CONGENITAL CONTRACTURE SYNDROME 7
CNTNAP1	LETHAL CONGENITAL CONTRACTURE SYNDROME 7 616286
CNTNAP1	Lethal congenital contracture syndrome 7 616286
CNTNAP2	CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME
CNTNAP2	CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME (CDFES)
CNTNAP2	CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME 610042
CNTNAP2	Cortical dysplasia-focal epilepsy syndrome
CNTNAP2	Cortical dysplasia-focal epilepsy syndrome, 610042{Autism susceptibility 15}, 612100Pitt-Hopkins like syndrome 1, 610042
CNTNAP2	Pitt-Hopkins like syndrome 1
COL4A3BP	INTELLECTUAL DISABILITY
COL4A3BP	Intellectual developmental disorder, autosomal dominant 34, OMIM:616351
CRNKL1	Microcephaly, progressive, with simplified gyral pattern and cerebellar hypoplasia, OMIM:621436
CRNKL1	complex neurodevelopmental disorder, MONDO:0100038
CSGALNACT1	Congenital disorder of glycosylation
CSGALNACT1	Desbuquois dysplasia with mild joint laxity
CSGALNACT1	Skeletal dysplasia, mild, with joint laxity and advanced bone age OMIM:618870
CSGALNACT1	Skeletal dysplasia, mild, with joint laxity and advanced bone age, OMIM:618870
CSGALNACT1	non-proportionate short stature
CSGALNACT1	skeletal dysplasia, mild, with joint laxity and advanced bone age MONDO:0030029
CTNNA2	Cortical dysplasia, complex, with other brain malformations 9, OMIM:618174
CTNNA2	Disordered cortical neuronal migration
CTNNB1	Exudative vitreoretinopathy 7, OMIM:617572
CTNNB1	MENTAL RETARDATION, AUTOSOMAL DOMINANT 19
CTNNB1	MENTAL RETARDATION, AUTOSOMAL DOMINANT 19 615075
CTNNB1	Neurodevelopmental disorder with spastic diplegia and visual defects, OMIM:615075
CTNND1	BLEPHAROCHEILODONTIC
CTNND1	Blepharo-cheiro-dontic syndrome
CTNND1	Cleft palate
CTNND1	cardiovascular anomalies
CTNND1	developmental delay
CTNND1	exudative vitreoretinopathy, MONDO:0019516
CUL4B	MENTAL RETARDATION SYNDROMIC X-LINKED CABEZAS TYPE
CUL4B	MENTAL RETARDATION SYNDROMIC X-LINKED CABEZAS TYPE (MRXC)
CUL4B	MENTAL RETARDATION SYNDROMIC X-LINKED CABEZAS TYPE 300354
CUL4B	Mental retardation, X-linked, syndromic 15 (Cabezas type), 300354
CUL4B	seizures
DAGLA	Ataxia, HP:0001251
DAGLA	congenital nystagmus, MONDO:0005712
DAGLA	intellectual disability, MONDO:0001071
DEGS1	Demyelinating neuropathy. Motor developmental delay, spasticity, cerebellar atrophy and microcephaly, hypomyelination on MRI, scoliosis, neurogenic bladder, enteral nutrition
DEGS1	LEUKODYSTROPHY, HYPOMYELINATING, 18, 618404
DEGS1	Leukodystrophy hypomyelinating 18, 618404
DEGS1	Leukodystrophy hypomyelinating 18, MIM 618404)
DEGS1	Leukodystrophy, hypomyelinating, 18, 618404
DEGS1	Leukodystrophy, hypomyelinating, 18, OMIM:618404
DEGS1	developmental delay
DEGS1	seizures
DEPDC5	Developmental and epileptic encephalopathy 111, OMIM:620504
DEPDC5	Epilepsy, familial focal, with variable foci 1, OMIM:604364
DEPDC5	FAMILIAL FOCAL EPILEPSY WITH VARIABLE FOCI 604364
DEPDC5	Focal cortical dysplasia
DHX30	Neurodevelopmental Disorder
DHX30	Neurodevelopmental disorder with severe motor impairment and absent language 617804
DHX30	Neurodevelopmental disorder with variable motor and speech impairment, OMIM:617804
DHX30	microcephaly, developmental delay intellectual disability, mild cerebral volume loss, hypotonia, seizures, short stature, failure to thrive, and generalized hirsutism
DIS3L2	Gene2Phenotype confirmed gene with ID HPO
DIS3L2	PERLMAN SYNDROME
DIS3L2	PERLMAN SYNDROME 267000
DIS3L2	Perlman syndrome 267000
DIS3L2	Perlman syndrome, 267000
DLL1	DLL1-related neurodevelopmental disorder with nonspecific brain abnormalities, with or without seizures, OMIM:618709
DLL1	Neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures, OMIM:618709
DPH5	DPH5-related neurodevelopmental disorder
DPH5	Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties, OMIM:620070
EDEM3	Congenital disorder of glycosylation, type 2V, OMIM:619493
EDEM3	EDEM3-related congenital disorder of glycosylation, OMIM:619493
EHMT1	9Q SUBTELOMERIC DELETION SYNDROME
EHMT1	9Q SUBTELOMERIC DELETION SYNDROME (9Q- SYNDROME)
EHMT1	Kleefstra syndrome
EHMT1	Kleefstra syndrome, 610253
EIF4A2	Autosomal dominant EIF4A2-related neurodevelopmental disorder with hypotonia and epilepsy
EIF4A2	Autosomal recessive EIF4A2-related neurodevelopmental disorder
EIF4A2	Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures, OMIM:620455
EIF4A2	neurodevelopmental disorder with hypotonia and speech delay, with or without seizures, MONDO:0957541
EMC10	EMC10-related neurodevelopmental disorder
EMC10	Neurodevelopmental disorder with dysmorphic facies and variable seizures, OMIM:619264
EML1	Band heterotopia, OMIM:600348
ESAM	ESAM-related neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity
ESAM	Neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity, OMIM:620371
FAT4	Combined immunodeficiencies with associated or syndromic features
FAT4	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2 616006
FAT4	Hennekam lymphangiectasia-lymphedema syndrome 2, 616006
FAT4	Hennekam lymphangiectasia-lymphedema syndrome 2, OMIM:616006
FAT4	Lymphangiectasia and lymphedema with facial abnormalities and other dysmorphic features
FAT4	PERIVENTRICULAR NEURONAL HETEROTOPIA
FAT4	VAN MALDERGEM SYNDROME 615546
FAT4	Van Maldergem syndrome 2, OMIM:615546
FBXO28	Developmental and epileptic encephalopathy 100, OMIM:619777
FBXO28	FBX028-related developmental and epileptic encephalopathy with profound intellectual disability
FBXO28	developmental and epileptic encephalopathy 100, MONDO:0030695
FRMD5	FRMD5-related developmental disorder
FRMD5	Neurodevelopmental disorder with eye movement abnormalities and ataxia, OMIM:620094
GLIS3	Congenital hypothyroidism
GLIS3	DIABETES MELLITUS NEONATAL WITH CONGENITAL HYPOTHYROIDISM
GLIS3	DIABETES MELLITUS NEONATAL WITH CONGENITAL HYPOTHYROIDISM 610199
GLIS3	Diabetes mellitus, neonatal, with congenital hypothyroidism, 610199
GLIS3	Diabetes mellitus, neonatal, with congenital hypothyroidism, OMIM:610199
GLIS3	congenital glaucoma
GLIS3	dysmorphic facies
GLIS3	hepatic fibrosis
GLIS3	neonatal non-autoimmune diabetes mellitus
GLIS3	polycystic kidneys
GLIS3	sensorineural deafness
GLIS3	severe congenital hypothyroidism
GLIS3	variable cholestasis
GRIN2B	AUTISM 209850
GRIN2B	Developmental and epileptic encephalopathy 27, OMIM:616139
GRIN2B	EPILEPTIC ENCEPHALOPATHY
GRIN2B	Intellectual developmental disorder, autosomal dominant 6, with or without seizures, OMIM:613970
GRIN2B	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6 613970
GRM7	GRM7-related neurodevelopmental disorder
GRM7	Neurodevelopmental disorder with seizures, hypotonia, and brain abnormalities, OMIM:618922
GTF3C3	GTF3C3-related neurodevelopmental disorder with hypoplasia of corpus callosum and/or cerebellar atrophy
GTF3C3	MONDO:0100038
GTF3C3	Neurodevelopmental disorder with dysmorphic facies, brain anomalies, and seizures, OMIM:621201
GTF3C3	neurodevelopmental disorder with dysmorphic facies, brain anomalies, and seizures, MONDO:0978301
H3F3A	Bryant-Li-Bhoj neurodevelopmental syndrome 1, OMIM:619720
H3F3A	Congenital anomalies
H3F3A	Developmental delay
H3F3A	Epilepsy
H3F3A	Facial dysmorphism
H3F3A	H3-3A-related Bryant-Li-Bhoj neurodevelopmental syndrome, OMIM:619720
H3F3A	Intellectual disability
H3F3A	Neurodegeneration
H3F3B	Bryant-Li-Bhoj neurodevelopmental syndrome 2, OMIM:619721
H3F3B	Congenital anomalies
H3F3B	Developmental delay
H3F3B	Epilepsy
H3F3B	Facial dysmorphism
H3F3B	H3F3B associated neurodevelopmental disorder
H3F3B	Intellectual disability
H3F3B	Neurodegeneration
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts 2A, OMIM:613925
HEPACAM	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation, OMIM:613926
HERC2	HERC2-related neurodevelopmental disorder, OMIM:615516
HERC2	Intellectual developmental disorder, autosomal recessive 38, OMIM:615516
HERC2	Mental retardation, autosomal recessive 38, OMIM:615516
HNRNPH2	Intellectual developmental disorder, X-linked, syndromic, Bain type, OMIM:300986
HNRNPH2	MRXSB
HNRNPH2	Mental retardation, X-linked, syndromic, Bain type, 300986
HNRNPH2	Neurodevelopmental Disorder in Females
HNRNPR	Global developmental delay
HNRNPR	Intellectual disability
HNRNPR	Neurodevelopmental disorder with dysmorphic facies and skeletal and brain abnormalities, OMIM:620073
HNRNPR	Postnatal microcephaly
HNRNPR	Seizures
HNRNPR	Short digit
HNRNPU	Developmental and epileptic encephalopathy 54, OMIM:617391
HNRNPU	EPILEPTIC ENCEPHALOPATHY
HPDL	HPDL Neurodegenerative Disease
HPDL	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities OMIM:619026
HPDL	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities OMIM:619026 Spastic paraplegia 83, autosomal recessive OMIM:619027
HPDL	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities, MONDO:0033613
HPDL	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities, OMIM:619026
HPDL	Spastic paraplegia 83, autosomal recessive OMIM:619027
HPDL	Spastic paraplegia 83, autosomal recessive, MONDO:0033614
HPDL	Spastic paraplegia 83, autosomal recessive, OMIM:619027
KDM5C	Intellectual developmental disorder, X-linked syndromic, Claes-Jensen type, OMIM:300534
KDM5C	MENTAL RETARDATION SYNDROMIC X-LINKED JARID1C-RELATED 300534
KDM5C	Mental retardation, X-linked, syndromic, Claes-Jensen type, OMIM:300534
KIF2A	Complex cortical dysplasia with other brain malformations 3, MONDO:0014170
KIF2A	Cortical dysplasia, complex, with other brain malformations 3
KIF2A	Cortical dysplasia, complex, with other brain malformations 3, 615411
KIF2A	Cortical dysplasia, complex, with other brain malformations 3, OMIM:615411
KIF2A	MALFORMATIONS OF CORTICAL DEVELOPMENT AND MICROCEPHALY.
KIF5C	CDCBM2
KIF5C	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2
KIF5C	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2 615282
KIF5C	Complex cortical dysplasia with other brain malformations 2, MONDO:0014116
KIF5C	Cortical dysplasia, complex, with other brain malformations 2
KIF5C	Cortical dysplasia, complex, with other brain malformations 2, 615282
KIF5C	Cortical dysplasia, complex, with other brain malformations 2, OMIM:615282
LIG4	Combined immunodeficiency
LIG4	DNA ligase IV deficiency
LIG4	Immunodeficiencies affecting cellular and humoral immunity
LIG4	LIG4 SYNDROME 606593
LIG4	LIG4 syndrome
LIG4	LIG4 syndrome, 606593{Multiple myeloma, resistance to}, 254500
LIG4	LIG4 syndrome, OMIM:606593
LIG4	Nl NK, radiation sensitive, microcephaly
LIG4	SEVERE COMBINED IMMUNODEFICIENCY AUTOSOMAL RECESSIVE T-CELL-NEGATIVE/B-CELL-NEGATIVE/NK-CELL-POSITIVE WITH SENSITIVITY TO IONIZING RADIATION 602450
LIG4	Severe Combined Immunodeficiency with Sensitivity to Ionizing Radiation
LIG4	Severe combined immunodeficiency (SCID)
LIG4	Severe combined immunodeficiency with sensitivity to ionizing radiation, 602450
LIG4	T-B+ SCID
LIG4	T-B- SCID
MAG	Spastic paraplegia 75, autosomal recessive, OMIM:616680
MAG	hereditary spastic paraplegia 75, MONDO:0014729
MAPK8IP3	Intellectual Disability with Variable Brain Anomalies
MAPK8IP3	Neurodevelopmental disorder with or without variable brain abnormalities, OMIM:618443
MAPK8IP3	cerebral atrophy
MAPK8IP3	corpus callosum anomalies
MAPK8IP3	polymicrogyria
MED11	MED11-associated neurodevelopmental disorder
MED11	Neurodegeneration with developmental delay, early respiratory failure, myoclonic seizures, and brain abnormalities, OMIM:620327
NEDD4L	Cleft palate
NEDD4L	Cleft palate, toe syndactyly, periventricular nodular heterotopia
NEDD4L	Periventricular nodular heterotopia 7  617201
NEDD4L	Periventricular nodular heterotopia 7 (includes clefting), 617201
NEDD4L	Periventricular nodular heterotopia 7, 617201
NEDD4L	Periventricular nodular heterotopia 7, MONDO:0014966
NEDD4L	Periventricular nodular heterotopia 7, OMIM:617201
NEDD4L	Periventricular nodular heterotopia with ID, cleft palate and 2.3 toe syndactyly
NEDD4L	periventricular nodular heterotopia 7, MONDO:0014966
NONO	Intellectual developmental disorder, X-linked syndromic 34, OMIM:300967
NONO	MENTAL RETARDATION, X-LINKED, SYNDROMIC, MIRCSOF-LANGOUET TYPE
NONO	MRXSML
NONO	Macrocephaly-intellectual disability-left ventricular non compaction syndrome
NONO	Mental retardation, X-linked, syndromic 34, 300967
NONO	SYNDROMIC INTELLECTUAL DISABILITY 612100
NONO	Syndromic intellectual disability
NRROS	NRROS-related Infantile-Onset Neurodegeneration with Intracranial Calcification
NRROS	Seizures, early-onset, with neurodegeneration and brain calcification 618875
OTUD6B	Intellectual Disability Syndrome Associated with Seizures and Dysmorphic Features
OTUD6B	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies 617452
OTUD6B	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452
OTUD6B	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, OMIM:617452
PACS1	INTELLECTUAL DISABILITY
PACS1	Mental retardation, autosomal dominant 17, 615009
PACS1	Schuurs-Hoeijmakers syndrome, 615009
PACS1	Schuurs-Hoeijmakers syndrome, OMIM:615009
PACS2	Abnormality of the cerebellum
PACS2	Developmental and epileptic encephalopathy 66, OMIM:618067
PACS2	Epileptic encephalopathy, early infantile, 66, 618067
PACS2	Global developmental delay
PACS2	Intellectual disability
PACS2	Seizures
PACS2	Unspecified Neurodevelopmental Disorder
PGM2L1	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skin abnormalities, OMIM:620191
PGM2L1	PGM2L1-related neurodevelopmental disorder
PI4K2A	Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities, OMIM:620732
PIDD1	Abnormality of the corpus callosum
PIDD1	Autism
PIDD1	Behavioral abnormality
PIDD1	Global developmental delay
PIDD1	Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly, OMIM:619827
PIDD1	Intellectual disability
PIDD1	Lissencephaly
PIDD1	PIDD1-related neurodevelopmental disorder
PIDD1	Pachygyria
PIDD1	Psychosis
PIDD1	Seizures
PIGB	Developmental and epileptic encephalopathy 80, OMIM:618580
PIGB	Inherited GPI Biosynthesis Defect with an Axonal Neuropathy and Metabolic Abnormality
PIGG	Intellectual Disability with Seizures and Hypotonia
PIGG	Neurodevelopmental disorder with or without hypotonia, seizures, and cerebellar atrophy, OMIM:616917
PIGH	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17, OMIM:618010
PIGH	Glycosylphosphatidylinositol biosynthesis defect 17, 618010
PIGH	Glycosylphosphatidylinositol biosynthesis defect 17, OMIM:618010
PIGH	Glycosylphosphatidylinositol biosynthesis defect, 17 OMIM:618010
PIGH	Hypotonia, moderate developmental delay, and autism, two episodes of febrile seizures
PIGH	epilepsy
PIGH	febrile seizures
PIGK	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures OMIM:618879
PIGK	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures, OMIM:618879
PIGK	PIGK-associated Neurodevelopmental Syndrome
PIGP	Developmental and epileptic encephalopathy 55, OMIM:617599
PIGP	PIGP-associated multiple congenital anomalies-hypotonia-seizures syndrome
PIGU	Intellectual Disability, Central Nervous System anomalies and Scoliosis
PIGU	Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis, OMIM:618590
PIK3R2	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1 603387
PIK3R2	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, OMIM:603387
PIP5K1C	LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 3 611369
PIP5K1C	Lethal congenital contractural syndrome 3, OMIM:611369
PIP5K1C	epilepsy, MONDO:0005027
PIP5K1C	intellectual disability, MONDO:0001071
PIP5K1C	neurodevelopmental disorder, MONDO:0700092
PLAA	Epileptic Encephalopathy
PLAA	Lethal Infantile Epileptic Encephalopathy
PLAA	NDMSBA
PLAA	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies 617527
PLAA	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies, 617527
PLAA	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies, OMIM:617527
PLPBP	Epilepsy, early-onset, vitamin B6-dependent, 617290
PLPBP	Epilepsy, early-onset, vitamin B6-dependent, OMIM:617290
PLPBP	Vitamin-B6-Dependent Epilepsy
PLXNA1	Dworschak-Punetha neurodevelopmental syndrome, OMIM:619955
PLXNA1	PLXNA1-associated neurodevelopmental disorder (biallelic)
PLXNA1	PLXNA1-associated neurodevelopmental disorder with seizures (monoallelic)
PLXNA1	developmental and epileptic encephalopathy, MONDO:0100062
PMPCB	Multiple mitochondrial dysfunctions syndrome 6 OMIM:617954
PMPCB	Neurodegeneration in Early Childhood
PMPCB	multiple mitochondrial dysfunctions syndrome 6 MONDO:0054785
PNPLA8	?Mitochondrial myopathy with lactic acidosis, 251950
PNPLA8	?Mitochondrial myopathy with lactic acidosis, OMIM:251950
PNPLA8	PNPLA8-related progressive microcephaly with seizures and neurodegeneration
PNPLA8	mitochondrial myopathy-lactic acidosis-deafness syndrome MONDO:0016825
POLR3B	Ataxia, spasticity, and demyelinating neuropathy
POLR3B	Autosomal recessive mental retardation
POLR3B	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism
